chunk2-32|FALSE|ADVERSARY|FRESH|NA|0|NA|YES|MERGE-chunk2-31|the claim field itself says the same sufficiency assumption, one assertion with a second failing case
chunk2-33|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|allowlist-widening remedy never back-tested
chunk2-34|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|tie-breaker - the narrow pattern could not see itself without rewriting
chunk2-35|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|filed mechanism false; its replacement counter-headline was itself refuted
chunk2-36|FALSE|ADVERSARY|FRESH|NA|0|NA|YES|KEEP|in-session probe output, adjudicator opened the sentences
chunk2-37|TRUE|GATE-EXISTING|FRESH|NA|0|NA|YES|KEEP|the gate existed and was not run before the prediction, wrong time
chunk2-38|FALSE|ADVERSARY|FRESH|NA|0|NA|YES|KEEP|classification of 12 findings needed a reader
chunk2-39|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|pre-existing at HEAD, no Windows-spelling coverage
chunk2-40|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|corpus-census assertion settled by a probe, corrected pre-commit
chunk2-41|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|filed premise with zero true positives; a false clause inside the refutation writeup is a forward link
chunk2-42|TRUE|GATE-FIRED-CAUGHT|FRESH|NA|0|NA|YES|KEEP|docs-guards run went red, mechanised and acted on
chunk2-43|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|composition wrong at filing; second clause not independently wrong so no split
chunk2-44|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|no exhaustive classification existed
chunk2-45|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|proposed discriminator never back-tested before filing
chunk2-46|FALSE|PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|idiom-shaped scan cannot see what the idiom list lacks
chunk2-47|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|membership re-derivable, no standing check
chunk2-48|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|KEEP|hand-off baseline was pre-RM-400, world moved
